prefix,input_text,target_text
swv,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",ios before 11.1 safari before 11.0.1 icloud before 7.1 for windows itunes before 12.7.1 for windows tvos before 11.1
bug,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",memory corruption is possible in the webkit component via a crafted web site . 
bug,"integer overflow in the ap_pregsub function in server/util.c in the apache http server 2.0.x through 2.0.64 and 2.2.x through 2.2.21 , when the mod_setenvif module is enabled , allows local users to gain privileges via a .htaccess file with a crafted setenvif directive , in conjunction with a crafted http request header , leading to a heap-based buffer overflow . ","gaining privileges is possible via a .htaccess file with a crafted setenvif directive , in conjunction with a crafted http request header , leading to a heap-based buffer overflow for the server/util.c in the ap_pregsub function for the integer overflow . "
bug,"sql injection vulnerability in ibm algo one , as used in metadata management tools in uds 4.7.0 through 5.0.0 , acsweb in algo security access control management 4.7.0 through 4.9.0 , and acsweb in algowebapps 5.0.0 , allows remote authenticated users to execute arbitrary sql commands via unspecified vectors , a different vulnerability than cve-2013-6302 .",sql injection is possible via unspecified vectors .
bug,"the unix ipc layer in webkit , including webkitgtk+ prior to 2.16.3 , does not properly validate message size metadata , allowing a compromised secondary process to trigger an integer overflow and subsequent buffer overflow in the ui process . this vulnerability does not affect apple products . ",integer overflow and subsequent buffer overflow is possible via the ui process because of no proper message size metadata validation in the unix ipc layer. does not affect apple products 
sum,directory traversal vulnerability in zhtml.cgi in neojapan desknet neo 2.0r1.0 through 2.5r1.4 allows remote authenticated users to read arbitrary files via a crafted parameter .,in zhtml.cgi in neojapan desknet neo 2.0r1.0 through 2.5r1.4 remote authenticated users can read arbitrary files via a crafted parameter
bug,"the save_submission function in mod/assign/externallib.php in moodle through 2.6.11 , 2.7.x before 2.7.13 , 2.8.x before 2.8.11 , 2.9.x before 2.9.5 , and 3.0.x before 3.0.3 allows remote authenticated users to bypass intended due-date restrictions by leveraging the student role for a web-service request . ",remote authenticated users can bypass due-date restrictions by leveraging the student role for a web-service request
bug,cross-site request forgery ( csrf ) vulnerability in gecko cms 2.2 and 2.3 allows remote attackers to hijack the authentication of administrators for requests that add an administrator user via a newuser request to admin/index.php . ,csrf vulnerability exists allowing remote attackers to hijack the authentication of administrators for requests that add an administrator user via a newuser request to admin/index.php . 
swv,"a stack-based buffer over-read was discovered in dct36 in layer3.c in mpglibdbl , as used in mp3gain version 1.5.2 . the vulnerability causes an application crash , which leads to remote denial of service . ",mp3gain version 1.5.2
sum,directory traversal vulnerability in the modurl function in instance.c in weborf before 0.12.3 allows remote attackers to read arbitrary files via .. % 2f sequences in a uri . ,in weborf before 0.12.3 a directory traversal vulnerability allows remote attackers to read arbitrary files via .. % 2f sequences in a uri
swv,race condition in the jpegencoder function in mozilla firefox before 42.0 and firefox esr 38.x before 38.4 allows remote attackers to execute arbitrary code or cause a denial of service ( heap-based buffer overflow ) via vectors involving a canvas element and crafted javascript code . ,mozilla firefox before 42.0 firefox esr 38.x before 38.4
sum,directory traversal vulnerability in the dosendobjectinfo method in frameworks/av/media/mtp/mtpserver.cpp in android 4.4.4 allows physically proximate attackers with a direct connection to the target android device to upload files outside of the sdcard via a .. ( dot dot ) in a name parameter of an mtp request . ,in android 4.4.4 a directory traversal vulnerability exists allowing physically proximate attackers with a direct connectino to upload files outside of the sdcard via a .. ( dot dot ) in a name parameter of an mtp request because of the dosendobjectinfo method in frameworks/av/media/mtp/mtpserver.cpp
sum,"use-after-free vulnerability in the fz_subsample_pixmap function in fitz/pixmap.c in artifex , inc . mupdf 1.10a allows remote attackers to cause a denial of service ( application crash ) or possibly have unspecified other impact via a crafted document . ","in artifex , inc . mupdf 1.10a a remote denial of service or other unspecified attack is possible via a crafted document in the fz_subsample_pixmap function in fitz/pixmap.c"
bug,"microsoft internet explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption ) via a crafted web site , aka memory corruption vulnerability . ",code execution and denial of service from memory corruption are possible via a crafted web site . 
bug,"the registration in cisco webex training center provides the training-session url before e-mail confirmation is completed , which allows remote attackers to bypass intended access restrictions and join an audio conference by entering credential fields from this url , aka bug id cscul36183 . ",remote attackers can bypass intended access restrictions and join an audio conference because registration provides the training-session url before e-mail confirmation is completed and the user can join from this url
bug,insecure directory permissions in rpm distribution for postgresql allows local users to gain privileges by reading a plaintext password file . ,gaining privileges is possible via reading a plaintext password file . 
bug,php remote file inclusion vulnerability in the sstreamtv custompages ( com_custompages ) 1.1 and earlier component for joomla allows remote attackers to execute arbitrary php code via a url in the cpage parameter to index.php . ,remote file inclusion vulnerability exists allowing for arbitrary php code execution via a url in the cpage parameter to index.php
bug,sql injection vulnerability in clearpass policy manager 6.5.x through 6.5.6 and 6.6.0 . ,sql injection is possible . 
swv,routes in kallithea before 0.3.2 allows remote attackers to bypass the csrf protection by using the get http request method . ,kallithea before 0.3.2
swv,"platform/msm_shared/mmc.c in the qualcomm components in android before 2016-07-05 on nexus 7 ( 2013 ) devices mishandles the power-on write-protect feature , which allows attackers to gain privileges via a crafted application , aka android internal bug 28821253 and qualcomm internal bug cr580567 . ",android before 2016-07-05 on nexus 7 ( 2013 ) devices
sum,macos before 10.13.1 is affected . an issue was discovered in certain apple products . the issue involves the libarchive component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted archive file . ,"in macos before 10.13.1 , executing arbitrary commands or denial of service is possible via a crafted archive file . "
swv,"an issue was discovered in certain apple products . ios before 11.2 is affected . macos before 10.13.2 is affected . tvos before 11.2 is affected . watchos before 4.2 is affected . the issue involves the "" kernel "" component . it allows attackers to execute arbitrary code in a privileged context or cause a denial of service ( memory corruption ) via a crafted app .",ios before 11.2 macos before 10.13.2 tvos before 11.2 watchos before 4.2
